tertile,retriever_family,condition_a,condition_b,metric,alternative,paired_queries,mean_delta_b_minus_a,wilcoxon_statistic,wilcoxon_p_value,wilcoxon_bonferroni_p_value,bonferroni_family_size,cliffs_delta,bootstrap_ci_low,bootstrap_ci_high
low,bm25,bm25__sastrawi_clitic,bm25__sentinel,ndcg@1,two-sided,331,0.00906344410876133,0.0,0.0832645166635504,0.832645166635504,10,0.00906344410876133,0.0,0.021148036253776436
mid,bge_m3,bge_m3__keep,bge_m3__naive_strip,ndcg@1,less,269,-0.011152416356877323,6.0,0.9583677416682248,1.0,10,-0.011152416356877323,-0.026022304832713755,0.0
mid,bge_m3,bge_m3__keep,bge_m3__rule_resolved,ndcg@1,two-sided,269,-0.022304832713754646,11.0,0.057779571123597245,0.5777957112359724,10,-0.022304832713754646,-0.04460966542750929,0.0
mid,bge_m3,bge_m3__keep,bge_m3__sastrawi_clitic,ndcg@1,two-sided,269,0.0,0.0,1.0,1.0,10,0.0,0.0,0.0
mid,bge_m3,bge_m3__keep,bge_m3__sentinel,ndcg@1,two-sided,269,-0.011152416356877323,8.0,0.25683925795785656,1.0,10,-0.011152416356877323,-0.02973977695167286,0.007434944237918215
mid,bge_m3,bge_m3__naive_strip,bge_m3__rule_resolved,ndcg@1,two-sided,269,-0.011152416356877323,24.0,0.36571229628151325,1.0,10,-0.011152416356877323,-0.03717472118959108,0.011152416356877323
mid,bge_m3,bge_m3__naive_strip,bge_m3__sastrawi_clitic,ndcg@1,two-sided,269,0.011152416356877323,0.0,0.0832645166635504,0.832645166635504,10,0.011152416356877323,0.0,0.026022304832713755
mid,bge_m3,bge_m3__naive_strip,bge_m3__sentinel,ndcg@1,two-sided,269,0.0,18.0,1.0,1.0,10,0.0,-0.022304832713754646,0.01858736059479554
mid,bge_m3,bge_m3__rule_resolved,bge_m3__sastrawi_clitic,ndcg@1,two-sided,269,0.022304832713754646,11.0,0.057779571123597245,0.5777957112359724,10,0.022304832713754646,0.0,0.04460966542750929
mid,bge_m3,bge_m3__rule_resolved,bge_m3__sentinel,ndcg@1,greater,269,0.011152416356877323,24.0,0.8171438518592433,1.0,10,0.011152416356877323,-0.011152416356877323,0.03717472118959108
mid,bge_m3,bge_m3__sastrawi_clitic,bge_m3__sentinel,ndcg@1,two-sided,269,-0.011152416356877323,8.0,0.25683925795785656,1.0,10,-0.011152416356877323,-0.02973977695167286,0.007434944237918215
mid,bm25,bm25__keep,bm25__naive_strip,ndcg@1,less,269,0.0,0.0,1.0,1.0,10,0.0,0.0,0.0
mid,bm25,bm25__keep,bm25__rule_resolved,ndcg@1,two-sided,269,0.007434944237918215,59.5,0.6170750774519738,1.0,10,0.007434944237918215,-0.022304832713754646,0.03717472118959108
mid,bm25,bm25__keep,bm25__sastrawi_clitic,ndcg@1,two-sided,269,0.0,0.0,1.0,1.0,10,0.0,0.0,0.0
mid,bm25,bm25__keep,bm25__sentinel,ndcg@1,two-sided,269,-0.011152416356877323,3.0,0.17971249487899976,1.0,10,-0.011152416356877323,-0.02973977695167286,0.0037174721189591076
mid,bm25,bm25__naive_strip,bm25__rule_resolved,ndcg@1,two-sided,269,0.007434944237918215,59.5,0.6170750774519738,1.0,10,0.007434944237918215,-0.022304832713754646,0.03717472118959108
mid,bm25,bm25__naive_strip,bm25__sastrawi_clitic,ndcg@1,two-sided,269,0.0,0.0,1.0,1.0,10,0.0,0.0,0.0
mid,bm25,bm25__naive_strip,bm25__sentinel,ndcg@1,two-sided,269,-0.011152416356877323,3.0,0.17971249487899976,1.0,10,-0.011152416356877323,-0.02973977695167286,0.0037174721189591076
mid,bm25,bm25__rule_resolved,bm25__sastrawi_clitic,ndcg@1,greater,269,-0.007434944237918215,76.5,0.3085375387259869,1.0,10,-0.007434944237918215,-0.03717472118959108,0.022304832713754646
mid,bm25,bm25__rule_resolved,bm25__sentinel,ndcg@1,two-sided,269,-0.01858736059479554,70.0,0.25134910881022265,1.0,10,-0.01858736059479554,-0.048327137546468404,0.011152416356877323
mid,bm25,bm25__sastrawi_clitic,bm25__sentinel,ndcg@1,two-sided,269,-0.011152416356877323,3.0,0.17971249487899976,1.0,10,-0.011152416356877323,-0.02973977695167286,0.0037174721189591076
high,bge_m3,bge_m3__keep,bge_m3__naive_strip,ndcg@1,less,360,0.011111111111111112,26.0,0.12410653949496181,1.0,10,0.011111111111111112,-0.008333333333333333,0.030555555555555555
high,bge_m3,bge_m3__keep,bge_m3__rule_resolved,ndcg@1,two-sided,360,0.008333333333333333,48.0,0.4385780260809998,1.0,10,0.008333333333333333,-0.013888888888888888,0.030555555555555555
high,bge_m3,bge_m3__keep,bge_m3__sastrawi_clitic,ndcg@1,two-sided,360,0.0,5.0,1.0,1.0,10,0.0,-0.011111111111111112,0.011111111111111112
high,bge_m3,bge_m3__keep,bge_m3__sentinel,ndcg@1,two-sided,360,0.002777777777777778,42.0,0.7815112949987133,1.0,10,0.002777777777777778,-0.016666666666666666,0.022222222222222223
high,bge_m3,bge_m3__naive_strip,bge_m3__rule_resolved,ndcg@1,two-sided,360,-0.002777777777777778,110.0,0.8272593465627113,1.0,10,-0.002777777777777778,-0.027777777777777776,0.022222222222222223
high,bge_m3,bge_m3__naive_strip,bge_m3__sastrawi_clitic,ndcg@1,two-sided,360,-0.011111111111111112,9.0,0.15729920705028502,1.0,10,-0.011111111111111112,-0.027777777777777776,0.002777777777777778
high,bge_m3,bge_m3__naive_strip,bge_m3__sentinel,ndcg@1,two-sided,360,-0.008333333333333333,48.0,0.4385780260809998,1.0,10,-0.008333333333333333,-0.030555555555555555,0.013888888888888888
high,bge_m3,bge_m3__rule_resolved,bge_m3__sastrawi_clitic,ndcg@1,two-sided,360,-0.008333333333333333,63.0,0.46685427082272546,1.0,10,-0.008333333333333333,-0.030555555555555555,0.013888888888888888
high,bge_m3,bge_m3__rule_resolved,bge_m3__sentinel,ndcg@1,greater,360,-0.005555555555555556,95.0,0.31867594411696853,1.0,10,-0.005555555555555556,-0.030555555555555555,0.016666666666666666
high,bge_m3,bge_m3__sastrawi_clitic,bge_m3__sentinel,ndcg@1,two-sided,360,0.002777777777777778,56.0,0.7962534147376392,1.0,10,0.002777777777777778,-0.019444444444444445,0.025
high,bm25,bm25__keep,bm25__naive_strip,ndcg@1,less,360,0.0,0.0,1.0,1.0,10,0.0,0.0,0.0
high,bm25,bm25__keep,bm25__rule_resolved,ndcg@1,two-sided,360,0.008333333333333333,99.0,0.5126907602619233,1.0,10,0.008333333333333333,-0.016666666666666666,0.03333333333333333
high,bm25,bm25__keep,bm25__sastrawi_clitic,ndcg@1,two-sided,360,0.0,0.0,1.0,1.0,10,0.0,0.0,0.0
high,bm25,bm25__keep,bm25__sentinel,ndcg@1,two-sided,360,-0.013888888888888888,4.0,0.05878172135535886,0.5878172135535886,10,-0.013888888888888888,-0.027777777777777776,0.0
high,bm25,bm25__naive_strip,bm25__rule_resolved,ndcg@1,two-sided,360,0.008333333333333333,99.0,0.5126907602619233,1.0,10,0.008333333333333333,-0.016666666666666666,0.03333333333333333
high,bm25,bm25__naive_strip,bm25__sastrawi_clitic,ndcg@1,two-sided,360,0.0,0.0,1.0,1.0,10,0.0,0.0,0.0
high,bm25,bm25__naive_strip,bm25__sentinel,ndcg@1,two-sided,360,-0.013888888888888888,4.0,0.05878172135535886,0.5878172135535886,10,-0.013888888888888888,-0.027777777777777776,0.0
high,bm25,bm25__rule_resolved,bm25__sastrawi_clitic,ndcg@1,greater,360,-0.008333333333333333,132.0,0.25634538013096164,1.0,10,-0.008333333333333333,-0.03333333333333333,0.016666666666666666
high,bm25,bm25__rule_resolved,bm25__sentinel,ndcg@1,two-sided,360,-0.022222222222222223,121.5,0.11666446478102344,1.0,10,-0.022222222222222223,-0.05,0.005555555555555556
high,bm25,bm25__sastrawi_clitic,bm25__sentinel,ndcg@1,two-sided,360,-0.013888888888888888,4.0,0.05878172135535886,0.5878172135535886,10,-0.013888888888888888,-0.027777777777777776,0.0
