tertile,retriever_family,condition_a,condition_b,metric,alternative,paired_queries,mean_delta_b_minus_a,wilcoxon_statistic,wilcoxon_p_value,wilcoxon_bonferroni_p_value,bonferroni_family_size,cliffs_delta,bootstrap_ci_low,bootstrap_ci_high
mid,bm25,bm25__keep,bm25__sastrawi_clitic,recall@10,two-sided,269,0.0016728624535315983,0.0,0.17971249487899976,1.0,10,0.0026671825983609954,0.0,0.004275092936802974
mid,bm25,bm25__keep,bm25__sentinel,recall@10,two-sided,269,-0.006133828996282529,62.5,0.3132166392346325,1.0,10,-0.008816904133442048,-0.020012391573729863,0.006319702602230483
mid,bm25,bm25__naive_strip,bm25__rule_resolved,recall@10,two-sided,269,-0.01598513011152416,124.5,0.11871896744536051,1.0,10,-0.02357623581763657,-0.03612298636926889,0.0036555142503097893
mid,bm25,bm25__naive_strip,bm25__sastrawi_clitic,recall@10,two-sided,269,0.0006195786864931847,1.0,0.6547208460185769,1.0,10,0.001119387515374304,-0.0037174721189591076,0.0055762081784386614
mid,bm25,bm25__naive_strip,bm25__sentinel,recall@10,two-sided,269,-0.007187112763320942,33.5,0.22937668585276305,1.0,10,-0.010378518815383977,-0.020012391573729863,0.004399008674101612
mid,bm25,bm25__rule_resolved,bm25__sastrawi_clitic,recall@10,greater,269,0.01660470879801735,99.5,0.9559647030772246,1.0,10,0.024709442931966114,-0.0020461586121437295,0.036556691449814105
mid,bm25,bm25__rule_resolved,bm25__sentinel,recall@10,two-sided,269,0.00879801734820322,194.0,0.425192102172694,1.0,10,0.01307334061165545,-0.010346964064436182,0.028376703841387855
mid,bm25,bm25__sastrawi_clitic,bm25__sentinel,recall@10,two-sided,269,-0.007806691449814127,44.0,0.2110579151449874,1.0,10,-0.011470267132847805,-0.02143742255266419,0.00439900867410161
high,bge_m3,bge_m3__keep,bge_m3__naive_strip,recall@10,less,360,-0.004306657848324514,186.5,0.9301055035627759,1.0,10,-0.006720679012345679,-0.01087417328042328,0.0018871803350970007
high,bge_m3,bge_m3__keep,bge_m3__rule_resolved,recall@10,two-sided,360,-0.005227072310405645,532.5,0.1534832954581139,1.0,10,-0.010054012345679013,-0.012902474647266316,0.0023778108465608437
high,bge_m3,bge_m3__keep,bge_m3__sastrawi_clitic,recall@10,two-sided,360,-0.003073192239858907,47.5,0.28864707991731553,1.0,10,-0.005324074074074074,-0.008667438271604936,0.001975501543209874
high,bge_m3,bge_m3__keep,bge_m3__sentinel,recall@10,two-sided,360,-0.0010681216931216929,399.0,0.6827037112240748,1.0,10,0.0002623456790123457,-0.00860675705467372,0.006496004188712519
high,bge_m3,bge_m3__naive_strip,bge_m3__rule_resolved,recall@10,two-sided,360,-0.0009204144620811295,800.0,0.8330887290805133,1.0,10,-0.0032021604938271605,-0.00983137676366843,0.00798514660493827
high,bge_m3,bge_m3__naive_strip,bge_m3__sastrawi_clitic,recall@10,two-sided,360,0.0012334656084656086,63.0,0.5223729232176577,1.0,10,0.0013271604938271606,-0.0035537918871252202,0.006214836860670193
high,bge_m3,bge_m3__naive_strip,bge_m3__sentinel,recall@10,two-sided,360,0.0032385361552028226,433.5,0.4723280466494132,1.0,10,0.007268518518518519,-0.004978312389770721,0.01171301807760141
high,bge_m3,bge_m3__rule_resolved,bge_m3__sastrawi_clitic,recall@10,two-sided,360,0.002153880070546738,648.5,0.41791927458104217,1.0,10,0.004637345679012346,-0.006313023589065253,0.010593088624338623
high,bge_m3,bge_m3__rule_resolved,bge_m3__sentinel,recall@10,greater,360,0.004158950617283952,467.5,0.8467438521662508,1.0,10,0.009853395061728396,-0.0035462687389770696,0.01189971891534391
high,bge_m3,bge_m3__sastrawi_clitic,bge_m3__sentinel,recall@10,two-sided,360,0.0020050705467372135,500.5,0.847583672867273,1.0,10,0.005833333333333334,-0.006101493606701938,0.010430114638447969
high,bm25,bm25__keep,bm25__naive_strip,recall@10,less,360,0.001696428571428571,13.0,0.24111252237802,1.0,10,0.0027083333333333334,-0.0018915343915343916,0.005377066798941798
high,bm25,bm25__keep,bm25__rule_resolved,recall@10,two-sided,360,0.007281746031746031,928.0,0.18705345565169962,1.0,10,0.020084876543209878,-0.0029842096560846543,0.017528907627865957
high,bm25,bm25__keep,bm25__sastrawi_clitic,recall@10,two-sided,360,0.0005787037037037037,2.0,0.5929800980174267,1.0,10,0.0007716049382716049,-0.0015075231481481227,0.003125
high,bm25,bm25__keep,bm25__sentinel,recall@10,two-sided,360,-0.0019212962962962968,83.0,0.6287799945786918,1.0,10,-0.00283179012345679,-0.008588045634920636,0.004322255291005288
high,bm25,bm25__naive_strip,bm25__rule_resolved,recall@10,two-sided,360,0.005585317460317461,839.5,0.2482887339369526,1.0,10,0.017407407407407406,-0.0042681602733686055,0.015225198412698407
high,bm25,bm25__naive_strip,bm25__sastrawi_clitic,recall@10,two-sided,360,-0.0011177248677248675,5.0,0.4982248534183389,1.0,10,-0.0019290123456790122,-0.003849206349206349,0.0016600529100529104
high,bm25,bm25__naive_strip,bm25__sentinel,recall@10,two-sided,360,-0.0036177248677248678,56.0,0.33128923000240296,1.0,10,-0.0055478395061728395,-0.009775132275132275,0.0018485449735449724
high,bm25,bm25__rule_resolved,bm25__sastrawi_clitic,recall@10,greater,360,-0.006703042328042328,1236.0,0.09476715847412942,0.9476715847412942,10,-0.01923611111111111,-0.016515900573192237,0.0033408013668430204
high,bm25,bm25__rule_resolved,bm25__sentinel,recall@10,two-sided,360,-0.009203042328042327,817.0,0.09461819032655798,0.9461819032655798,10,-0.02326388888888889,-0.018653797398589057,7.944775132274988e-05
high,bm25,bm25__sastrawi_clitic,bm25__sentinel,recall@10,two-sided,360,-0.0025000000000000005,73.0,0.585913748781291,1.0,10,-0.003580246913580247,-0.008912037037037038,0.003310267857142856
